Chart Properties
---------------------------------------------------------------------------------
Enabled:,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Visible:,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Ambient:,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Process Color:,-65536,-16744193,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,
Ambient Color:,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,
Process Left Axis:,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Ambient Left Axis:,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Logging Process Units:,Process,Process,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,
Logging Ambient Units:,°F,°F,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,
---------------------------------------------------------------------------------

Interval:,15,Seconds
DataPoint,LogDate,LogTime,1-P Process,2-P Process
151,06/09/2016,3:14:23 PM,343,1
152,06/09/2016,3:14:38 PM,396,1
153,06/09/2016,3:14:53 PM,366,1
154,06/09/2016,3:15:08 PM,366,1
155,06/09/2016,3:15:23 PM,568,1
156,06/09/2016,3:15:38 PM,568,1
157,06/09/2016,3:15:53 PM,419,1
158,06/09/2016,3:16:08 PM,291,1
159,06/09/2016,3:16:23 PM,291,1
160,06/09/2016,3:16:38 PM,343,1
161,06/09/2016,3:16:53 PM,441,1
162,06/09/2016,3:17:08 PM,441,1
163,06/09/2016,3:17:23 PM,471,1
164,06/09/2016,3:17:38 PM,475,1
165,06/09/2016,3:17:53 PM,475,1
166,06/09/2016,3:18:08 PM,440,1
167,06/09/2016,3:18:23 PM,440,1
168,06/09/2016,3:18:38 PM,493,1
169,06/09/2016,3:18:53 PM,396,1
170,06/09/2016,3:19:08 PM,396,1
171,06/09/2016,3:19:23 PM,365,1
172,06/09/2016,3:19:38 PM,365,1
173,06/09/2016,3:19:53 PM,365,1
174,06/09/2016,3:20:08 PM,395,1
175,06/09/2016,3:20:23 PM,395,1
176,06/09/2016,3:20:38 PM,441,1
177,06/09/2016,3:20:53 PM,470,1
178,06/09/2016,3:21:08 PM,470,1
179,06/09/2016,3:21:23 PM,493,1
180,06/09/2016,3:21:38 PM,441,1
181,06/09/2016,3:21:53 PM,441,1
182,06/09/2016,3:22:08 PM,493,1
183,06/09/2016,3:22:23 PM,438,1
184,06/09/2016,3:22:38 PM,438,1
185,06/09/2016,3:22:53 PM,433,1
186,06/09/2016,3:23:08 PM,433,1
187,06/09/2016,3:23:23 PM,470,1
188,06/09/2016,3:23:38 PM,470,1
189,06/09/2016,3:23:53 PM,470,1
190,06/09/2016,3:24:08 PM,470,1
191,06/09/2016,3:24:23 PM,590,1
192,06/09/2016,3:24:38 PM,590,1
193,06/09/2016,3:24:53 PM,440,1
194,06/09/2016,3:25:08 PM,440,1
195,06/09/2016,3:25:23 PM,470,1
196,06/09/2016,3:25:38 PM,470,1
197,06/09/2016,3:25:53 PM,470,1
198,06/09/2016,3:26:08 PM,442,1
199,06/09/2016,3:26:23 PM,418,1
200,06/09/2016,3:26:38 PM,418,1
201,06/09/2016,3:26:53 PM,492,1
202,06/09/2016,3:27:08 PM,441,1
203,06/09/2016,3:27:23 PM,441,1
204,06/09/2016,3:27:38 PM,470,1
205,06/09/2016,3:27:53 PM,470,1
206,06/09/2016,3:28:08 PM,396,1
207,06/09/2016,3:28:23 PM,396,1
208,06/09/2016,3:28:38 PM,396,1
209,06/09/2016,3:28:53 PM,418,1
210,06/09/2016,3:29:08 PM,291,1
211,06/09/2016,3:29:23 PM,291,1
212,06/09/2016,3:29:38 PM,322,1
213,06/09/2016,3:29:53 PM,322,1
214,06/09/2016,3:30:08 PM,-2,1
215,06/09/2016,3:30:23 PM,-2,1
216,06/09/2016,3:30:38 PM,-2,1
217,06/09/2016,3:30:53 PM,-2,1
218,06/09/2016,3:31:08 PM,-2,1
219,06/09/2016,3:31:23 PM,-2,1
220,06/09/2016,3:31:38 PM,-2,1
221,06/09/2016,3:31:53 PM,-2,1
222,06/09/2016,3:32:08 PM,-2,1
223,06/09/2016,3:32:23 PM,-2,1
224,06/09/2016,3:32:38 PM,-2,1
225,06/09/2016,3:32:53 PM,-2,1
226,06/09/2016,3:33:08 PM,4402,5475
227,06/09/2016,3:33:23 PM,4402,5475
228,06/09/2016,3:33:38 PM,5480,5475
229,06/09/2016,3:33:53 PM,5480,5475
230,06/09/2016,3:34:08 PM,5480,5475
231,06/09/2016,3:34:23 PM,5480,5475
232,06/09/2016,3:34:38 PM,5480,5475
233,06/09/2016,3:34:53 PM,5481,5475
234,06/09/2016,3:35:08 PM,5481,5475
235,06/09/2016,3:35:23 PM,5481,5475
236,06/09/2016,3:35:38 PM,5481,5476
237,06/09/2016,3:35:53 PM,5481,5476
238,06/09/2016,3:36:08 PM,5481,5476
239,06/09/2016,3:36:23 PM,5481,5476
240,06/09/2016,3:36:38 PM,5481,5476
241,06/09/2016,3:36:53 PM,5481,5476
242,06/09/2016,3:37:08 PM,5481,5476
243,06/09/2016,3:37:23 PM,5481,5476
244,06/09/2016,3:37:38 PM,5481,5476
245,06/09/2016,3:37:53 PM,5481,5476
246,06/09/2016,3:38:08 PM,5481,5476
247,06/09/2016,3:38:23 PM,5481,5476
248,06/09/2016,3:38:38 PM,5481,5048
249,06/09/2016,3:38:53 PM,5481,2936
250,06/09/2016,3:39:08 PM,5201,2045
251,06/09/2016,3:39:23 PM,5201,2045
252,06/09/2016,3:39:38 PM,5021,2587
253,06/09/2016,3:39:53 PM,4684,2125
254,06/09/2016,3:40:08 PM,4684,2125
255,06/09/2016,3:40:23 PM,4684,1850
256,06/09/2016,3:40:38 PM,4627,2187
257,06/09/2016,3:40:53 PM,4627,2187
258,06/09/2016,3:41:08 PM,4679,1619
259,06/09/2016,3:41:23 PM,4679,1902
260,06/09/2016,3:41:38 PM,4318,1838
261,06/09/2016,3:41:53 PM,4458,1838
262,06/09/2016,3:42:08 PM,4458,1706
263,06/09/2016,3:42:23 PM,4360,1834
264,06/09/2016,3:42:38 PM,4141,1834
265,06/09/2016,3:42:53 PM,4141,1170
266,06/09/2016,3:43:08 PM,4035,1365
267,06/09/2016,3:43:23 PM,5482,1365
268,06/09/2016,3:43:38 PM,5482,5476
269,06/09/2016,3:43:53 PM,5482,5476
270,06/09/2016,3:44:08 PM,5482,5476
271,06/09/2016,3:44:23 PM,5482,5476
272,06/09/2016,3:44:38 PM,5482,5476
273,06/09/2016,3:44:53 PM,5482,5476
274,06/09/2016,3:45:08 PM,5482,5476
275,06/09/2016,3:45:23 PM,5482,5476
276,06/09/2016,3:45:38 PM,5482,5476
277,06/09/2016,3:45:53 PM,5482,5476
278,06/09/2016,3:46:08 PM,5482,5476
279,06/09/2016,3:46:23 PM,5482,5476
280,06/09/2016,3:46:38 PM,5482,5476
281,06/09/2016,3:46:53 PM,5482,5476
282,06/09/2016,3:47:08 PM,5482,5476
283,06/09/2016,3:47:23 PM,5482,5476
284,06/09/2016,3:47:38 PM,5482,5476
285,06/09/2016,3:47:53 PM,5482,5476
286,06/09/2016,3:48:08 PM,5482,5476
287,06/09/2016,3:48:23 PM,5482,5476
288,06/09/2016,3:48:38 PM,5482,5355
289,06/09/2016,3:48:53 PM,5482,2436
290,06/09/2016,3:49:08 PM,5050,2436
291,06/09/2016,3:49:23 PM,4856,1564
292,06/09/2016,3:49:38 PM,4856,1890
293,06/09/2016,3:49:53 PM,4368,1221
294,06/09/2016,3:50:08 PM,4088,1221
295,06/09/2016,3:50:23 PM,4088,1463
296,06/09/2016,3:50:38 PM,4036,1984
297,06/09/2016,3:50:53 PM,4036,1984
298,06/09/2016,3:51:08 PM,3805,1100
299,06/09/2016,3:51:23 PM,4040,1343
300,06/09/2016,3:51:38 PM,4040,1343
301,06/09/2016,3:51:53 PM,3536,1116
302,06/09/2016,3:52:08 PM,3536,1541
303,06/09/2016,3:52:23 PM,3536,1245
304,06/09/2016,3:52:38 PM,3628,1245
305,06/09/2016,3:52:53 PM,3583,1408
306,06/09/2016,3:53:08 PM,3583,1300
307,06/09/2016,3:53:23 PM,3528,1300
308,06/09/2016,3:53:38 PM,3528,5476
309,06/09/2016,3:53:53 PM,5482,5476
310,06/09/2016,3:54:08 PM,5482,5476
311,06/09/2016,3:54:23 PM,5482,5476
312,06/09/2016,3:54:38 PM,5482,5476
313,06/09/2016,3:54:53 PM,5482,5476
314,06/09/2016,3:55:08 PM,5482,5476
315,06/09/2016,3:55:23 PM,5482,5476
316,06/09/2016,3:55:38 PM,5482,5476
317,06/09/2016,3:55:53 PM,5482,5476
318,06/09/2016,3:56:08 PM,5482,5476
319,06/09/2016,3:56:23 PM,5482,5476
320,06/09/2016,3:56:38 PM,5482,5476
321,06/09/2016,3:56:53 PM,5482,5476
322,06/09/2016,3:57:08 PM,5482,5476
323,06/09/2016,3:57:23 PM,5482,5476
324,06/09/2016,3:57:38 PM,5482,5476
325,06/09/2016,3:57:53 PM,5482,5476
326,06/09/2016,3:58:08 PM,5482,5476
327,06/09/2016,3:58:23 PM,5482,5476
328,06/09/2016,3:58:38 PM,5482,5476
329,06/09/2016,3:58:53 PM,4802,2615
330,06/09/2016,3:59:08 PM,4802,2615
331,06/09/2016,3:59:23 PM,4306,1262
332,06/09/2016,3:59:38 PM,3530,1104
333,06/09/2016,3:59:53 PM,3530,1104
334,06/09/2016,4:00:08 PM,3410,1149
335,06/09/2016,4:00:23 PM,3410,928
336,06/09/2016,4:00:38 PM,3182,955
337,06/09/2016,4:00:53 PM,3060,955
338,06/09/2016,4:01:08 PM,3060,994
339,06/09/2016,4:01:23 PM,3063,1161
340,06/09/2016,4:01:38 PM,2961,1161
341,06/09/2016,4:01:53 PM,2961,789
342,06/09/2016,4:02:08 PM,3037,848
343,06/09/2016,4:02:23 PM,2859,848
344,06/09/2016,4:02:38 PM,2859,1058
345,06/09/2016,4:02:53 PM,2818,1192
346,06/09/2016,4:03:08 PM,2818,1169
347,06/09/2016,4:03:23 PM,2684,1169
348,06/09/2016,4:03:38 PM,5481,5475
349,06/09/2016,4:03:53 PM,5481,5475
350,06/09/2016,4:04:08 PM,5481,5475
351,06/09/2016,4:04:23 PM,5481,5475
352,06/09/2016,4:04:38 PM,5481,5475
353,06/09/2016,4:04:53 PM,5481,5475
354,06/09/2016,4:05:08 PM,5481,5476
355,06/09/2016,4:05:23 PM,5481,5476
356,06/09/2016,4:05:38 PM,5481,5476
357,06/09/2016,4:05:53 PM,5481,5476
358,06/09/2016,4:06:08 PM,5481,5476
359,06/09/2016,4:06:23 PM,5481,5476
360,06/09/2016,4:06:38 PM,5481,5476
361,06/09/2016,4:06:53 PM,5481,5476
362,06/09/2016,4:07:08 PM,5481,5476
363,06/09/2016,4:07:23 PM,5481,5476
364,06/09/2016,4:07:38 PM,5481,5476
365,06/09/2016,4:07:53 PM,5481,5476
366,06/09/2016,4:08:08 PM,5481,5476
367,06/09/2016,4:08:23 PM,5481,5476
368,06/09/2016,4:08:38 PM,5481,5477
369,06/09/2016,4:08:53 PM,5135,1948
370,06/09/2016,4:09:08 PM,3601,1948
371,06/09/2016,4:09:23 PM,3601,992
372,06/09/2016,4:09:38 PM,3306,894
373,06/09/2016,4:09:53 PM,3306,894
374,06/09/2016,4:10:08 PM,2908,863
375,06/09/2016,4:10:23 PM,2908,918
376,06/09/2016,4:10:38 PM,2908,918
377,06/09/2016,4:10:53 PM,2589,842
378,06/09/2016,4:11:08 PM,2588,1204
379,06/09/2016,4:11:23 PM,2588,1170
380,06/09/2016,4:11:38 PM,2300,1170
381,06/09/2016,4:11:53 PM,2362,1033
382,06/09/2016,4:12:08 PM,2362,1135
383,06/09/2016,4:12:23 PM,2314,1135
384,06/09/2016,4:12:38 PM,2314,839
385,06/09/2016,4:12:53 PM,2215,839
386,06/09/2016,4:13:08 PM,2264,839
387,06/09/2016,4:13:23 PM,2264,1162
388,06/09/2016,4:13:38 PM,2136,5474
389,06/09/2016,4:13:53 PM,5481,5475
390,06/09/2016,4:14:08 PM,5481,5475
391,06/09/2016,4:14:23 PM,5481,5475
392,06/09/2016,4:14:38 PM,5481,5475
393,06/09/2016,4:14:53 PM,5481,5475
394,06/09/2016,4:15:08 PM,5481,5475
395,06/09/2016,4:15:23 PM,5481,5475
396,06/09/2016,4:15:38 PM,5481,5475
397,06/09/2016,4:15:53 PM,5481,5476
398,06/09/2016,4:16:08 PM,5481,5476
399,06/09/2016,4:16:23 PM,5481,5476
400,06/09/2016,4:16:38 PM,5481,5476
401,06/09/2016,4:16:53 PM,5481,5476
402,06/09/2016,4:17:08 PM,5481,5476
403,06/09/2016,4:17:23 PM,5481,5476
404,06/09/2016,4:17:38 PM,5481,5476
405,06/09/2016,4:17:53 PM,5482,5476
406,06/09/2016,4:18:08 PM,5482,5476
407,06/09/2016,4:18:23 PM,5482,5476
408,06/09/2016,4:18:38 PM,5482,5476
409,06/09/2016,4:18:53 PM,5482,1292
410,06/09/2016,4:19:08 PM,3358,1292
411,06/09/2016,4:19:23 PM,3358,1292
412,06/09/2016,4:19:38 PM,2632,766
413,06/09/2016,4:19:53 PM,2632,766
414,06/09/2016,4:20:08 PM,2632,1036
415,06/09/2016,4:20:23 PM,2311,1245
416,06/09/2016,4:20:38 PM,2310,1245
417,06/09/2016,4:20:53 PM,2310,845
418,06/09/2016,4:21:08 PM,2230,820
419,06/09/2016,4:21:23 PM,2264,820
420,06/09/2016,4:21:38 PM,2264,759
421,06/09/2016,4:21:53 PM,2264,689
422,06/09/2016,4:22:08 PM,2264,819
423,06/09/2016,4:22:23 PM,1888,819
424,06/09/2016,4:22:38 PM,1936,940
425,06/09/2016,4:22:53 PM,1936,789
426,06/09/2016,4:23:08 PM,1890,789
427,06/09/2016,4:23:23 PM,1890,725
428,06/09/2016,4:23:38 PM,1890,3435
429,06/09/2016,4:23:53 PM,5481,3435
430,06/09/2016,4:24:08 PM,5481,5475
431,06/09/2016,4:24:23 PM,5481,5475
432,06/09/2016,4:24:38 PM,5481,5475
433,06/09/2016,4:24:53 PM,5481,5475
434,06/09/2016,4:25:08 PM,5481,5476
435,06/09/2016,4:25:23 PM,5481,5476
436,06/09/2016,4:25:38 PM,5481,5476
437,06/09/2016,4:25:53 PM,5481,5476
438,06/09/2016,4:26:08 PM,5481,5476
439,06/09/2016,4:26:23 PM,5481,5476
440,06/09/2016,4:26:38 PM,5481,5476
441,06/09/2016,4:26:53 PM,5481,5476
442,06/09/2016,4:27:08 PM,5481,5476
443,06/09/2016,4:27:23 PM,5482,5476
444,06/09/2016,4:27:38 PM,5482,5476
445,06/09/2016,4:27:53 PM,5482,5476
446,06/09/2016,4:28:08 PM,5482,5476
447,06/09/2016,4:28:23 PM,5482,5477
448,06/09/2016,4:28:38 PM,5482,5477
449,06/09/2016,4:28:53 PM,5482,5477
450,06/09/2016,4:29:08 PM,3394,843
451,06/09/2016,4:29:23 PM,2310,790
452,06/09/2016,4:29:38 PM,2310,492
453,06/09/2016,4:29:53 PM,1911,492
454,06/09/2016,4:30:08 PM,1911,661
455,06/09/2016,4:30:23 PM,1911,493
456,06/09/2016,4:30:38 PM,1911,493
457,06/09/2016,4:30:53 PM,1911,542
458,06/09/2016,4:31:08 PM,1835,618
459,06/09/2016,4:31:23 PM,1761,618
460,06/09/2016,4:31:38 PM,1761,594
461,06/09/2016,4:31:53 PM,1761,378
462,06/09/2016,4:32:08 PM,1848,378
463,06/09/2016,4:32:23 PM,1848,713
464,06/09/2016,4:32:38 PM,1717,445
465,06/09/2016,4:32:53 PM,1911,445
466,06/09/2016,4:33:08 PM,1911,445
467,06/09/2016,4:33:23 PM,1664,444
468,06/09/2016,4:33:38 PM,1664,618
469,06/09/2016,4:33:53 PM,5480,618
470,06/09/2016,4:34:08 PM,5480,5475
471,06/09/2016,4:34:23 PM,5480,5475
472,06/09/2016,4:34:38 PM,5480,5475
473,06/09/2016,4:34:53 PM,5480,5475
474,06/09/2016,4:35:08 PM,5480,5476
475,06/09/2016,4:35:23 PM,5481,5476
476,06/09/2016,4:35:38 PM,5481,5476
477,06/09/2016,4:35:53 PM,5481,5476
478,06/09/2016,4:36:08 PM,5481,5476
479,06/09/2016,4:36:23 PM,5481,5476
480,06/09/2016,4:36:38 PM,5481,5476
481,06/09/2016,4:36:53 PM,5481,5378
482,06/09/2016,4:37:08 PM,5481,5378
483,06/09/2016,4:37:23 PM,5482,5227
