Chart Properties
---------------------------------------------------------------------------------
Enabled:,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Visible:,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Ambient:,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Process Color:,-65536,-16744193,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,
Ambient Color:,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,
Process Left Axis:,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Ambient Left Axis:,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Logging Process Units:,Process,Process,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,
Logging Ambient Units:,°F,°F,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,
---------------------------------------------------------------------------------

Interval:,15,Seconds
DataPoint,LogDate,LogTime,1-P Process,2-P Process
249,06/14/2016,12:34:07 PM,5480,5476
250,06/14/2016,12:34:22 PM,5480,5476
251,06/14/2016,12:34:37 PM,5480,5476
252,06/14/2016,12:34:52 PM,5480,5476
253,06/14/2016,12:35:07 PM,5480,5476
254,06/14/2016,12:35:22 PM,5480,5476
255,06/14/2016,12:35:37 PM,5480,5476
256,06/14/2016,12:35:52 PM,5480,5476
257,06/14/2016,12:36:07 PM,5480,5476
258,06/14/2016,12:36:22 PM,5480,5476
259,06/14/2016,12:36:37 PM,5480,5430
260,06/14/2016,12:36:52 PM,5480,5430
261,06/14/2016,12:37:07 PM,5480,5355
262,06/14/2016,12:37:22 PM,5480,5286
263,06/14/2016,12:37:37 PM,5480,5286
264,06/14/2016,12:37:52 PM,5480,5123
265,06/14/2016,12:38:07 PM,5480,5178
266,06/14/2016,12:38:22 PM,5480,5178
267,06/14/2016,12:38:37 PM,5480,5026
268,06/14/2016,12:38:52 PM,5343,847
269,06/14/2016,12:39:07 PM,2533,470
270,06/14/2016,12:39:22 PM,2533,470
271,06/14/2016,12:39:37 PM,2362,445
272,06/14/2016,12:39:52 PM,2362,373
273,06/14/2016,12:40:07 PM,2363,373
274,06/14/2016,12:40:22 PM,2187,341
275,06/14/2016,12:40:37 PM,2187,0
276,06/14/2016,12:40:52 PM,2259,0
277,06/14/2016,12:41:07 PM,2084,493
278,06/14/2016,12:41:22 PM,2084,448
279,06/14/2016,12:41:37 PM,2263,448
280,06/14/2016,12:41:52 PM,2263,327
281,06/14/2016,12:42:07 PM,1937,326
282,06/14/2016,12:42:22 PM,2169,301
283,06/14/2016,12:42:37 PM,2169,301
284,06/14/2016,12:42:52 PM,1933,449
285,06/14/2016,12:43:07 PM,1932,1
286,06/14/2016,12:43:22 PM,1932,1
287,06/14/2016,12:43:37 PM,1963,301
288,06/14/2016,12:43:52 PM,5480,5477
289,06/14/2016,12:44:07 PM,5480,5477
290,06/14/2016,12:44:22 PM,5480,5477
291,06/14/2016,12:44:37 PM,5480,5476
292,06/14/2016,12:44:52 PM,5480,5476
293,06/14/2016,12:45:07 PM,5480,5476
294,06/14/2016,12:45:22 PM,5480,5476
295,06/14/2016,12:45:37 PM,5480,5476
296,06/14/2016,12:45:52 PM,5480,5476
297,06/14/2016,12:46:07 PM,5480,5177
298,06/14/2016,12:46:22 PM,5480,5125
299,06/14/2016,12:46:37 PM,5480,5125
300,06/14/2016,12:46:52 PM,5480,4981
301,06/14/2016,12:47:07 PM,5480,4568
302,06/14/2016,12:47:22 PM,5480,4568
303,06/14/2016,12:47:37 PM,5480,4569
304,06/14/2016,12:47:52 PM,5480,4454
305,06/14/2016,12:48:07 PM,5480,4454
306,06/14/2016,12:48:22 PM,5480,4454
307,06/14/2016,12:48:37 PM,5480,4254
308,06/14/2016,12:48:52 PM,5480,724
309,06/14/2016,12:49:07 PM,2585,724
310,06/14/2016,12:49:22 PM,2585,374
311,06/14/2016,12:49:37 PM,1888,296
312,06/14/2016,12:49:52 PM,1933,296
313,06/14/2016,12:50:07 PM,1933,373
314,06/14/2016,12:50:22 PM,1900,299
315,06/14/2016,12:50:37 PM,1835,0
316,06/14/2016,12:50:52 PM,1835,0
317,06/14/2016,12:51:07 PM,1687,372
318,06/14/2016,12:51:22 PM,1687,308
319,06/14/2016,12:51:37 PM,1813,308
320,06/14/2016,12:51:52 PM,1835,0
321,06/14/2016,12:52:07 PM,1835,343
322,06/14/2016,12:52:22 PM,1835,343
323,06/14/2016,12:52:37 PM,1668,342
324,06/14/2016,12:52:52 PM,1668,1
325,06/14/2016,12:53:07 PM,1803,1
326,06/14/2016,12:53:22 PM,1803,471
327,06/14/2016,12:53:37 PM,1737,1
328,06/14/2016,12:53:52 PM,5478,5476
329,06/14/2016,12:54:07 PM,5478,5476
330,06/14/2016,12:54:22 PM,5478,5475
331,06/14/2016,12:54:37 PM,5479,5476
332,06/14/2016,12:54:52 PM,5479,5476
333,06/14/2016,12:55:07 PM,5479,5476
334,06/14/2016,12:55:22 PM,5479,5299
335,06/14/2016,12:55:37 PM,5479,5299
336,06/14/2016,12:55:52 PM,5479,4848
337,06/14/2016,12:56:07 PM,5479,4576
338,06/14/2016,12:56:22 PM,5479,4188
339,06/14/2016,12:56:37 PM,5480,4188
340,06/14/2016,12:56:52 PM,5480,4133
341,06/14/2016,12:57:07 PM,5457,3764
342,06/14/2016,12:57:22 PM,5352,3764
343,06/14/2016,12:57:37 PM,5352,3583
344,06/14/2016,12:57:52 PM,5253,3583
345,06/14/2016,12:58:07 PM,5253,3583
346,06/14/2016,12:58:22 PM,5199,3482
347,06/14/2016,12:58:37 PM,5199,3056
348,06/14/2016,12:58:52 PM,5199,3056
349,06/14/2016,12:59:07 PM,2684,739
350,06/14/2016,12:59:22 PM,1836,0
351,06/14/2016,12:59:37 PM,1836,0
352,06/14/2016,12:59:52 PM,1813,0
353,06/14/2016,1:00:07 PM,1813,318
354,06/14/2016,1:00:22 PM,1717,1
355,06/14/2016,1:00:37 PM,1663,1
356,06/14/2016,1:00:52 PM,1663,0
357,06/14/2016,1:01:07 PM,1662,3
358,06/14/2016,1:01:22 PM,1639,3
359,06/14/2016,1:01:37 PM,1639,3
360,06/14/2016,1:01:52 PM,1716,3
361,06/14/2016,1:02:07 PM,1716,2
362,06/14/2016,1:02:22 PM,1664,2
363,06/14/2016,1:02:37 PM,1715,2
364,06/14/2016,1:02:52 PM,1715,40
365,06/14/2016,1:03:07 PM,1685,40
366,06/14/2016,1:03:22 PM,1565,1
367,06/14/2016,1:03:37 PM,1565,1
368,06/14/2016,1:03:52 PM,1857,1
369,06/14/2016,1:04:07 PM,5480,5476
370,06/14/2016,1:04:22 PM,5480,5476
371,06/14/2016,1:04:37 PM,5480,5476
372,06/14/2016,1:04:52 PM,5480,5476
373,06/14/2016,1:05:07 PM,5480,5204
374,06/14/2016,1:05:22 PM,5480,4548
375,06/14/2016,1:05:37 PM,5480,4548
376,06/14/2016,1:05:52 PM,5404,4081
377,06/14/2016,1:06:07 PM,5252,3584
378,06/14/2016,1:06:22 PM,5252,3584
379,06/14/2016,1:06:37 PM,5175,3255
380,06/14/2016,1:06:52 PM,5175,3081
381,06/14/2016,1:07:07 PM,5048,3081
382,06/14/2016,1:07:22 PM,4905,2762
383,06/14/2016,1:07:37 PM,4905,2618
384,06/14/2016,1:07:52 PM,4679,2327
385,06/14/2016,1:08:07 PM,4626,2327
386,06/14/2016,1:08:22 PM,4626,2361
387,06/14/2016,1:08:37 PM,4678,2263
388,06/14/2016,1:08:52 PM,4678,2263
389,06/14/2016,1:09:07 PM,3929,500
390,06/14/2016,1:09:22 PM,1686,0
391,06/14/2016,1:09:37 PM,1686,0
392,06/14/2016,1:09:52 PM,1640,0
393,06/14/2016,1:10:07 PM,1640,0
394,06/14/2016,1:10:22 PM,1640,0
395,06/14/2016,1:10:37 PM,1640,0
396,06/14/2016,1:10:52 PM,1493,336
397,06/14/2016,1:11:07 PM,1493,297
398,06/14/2016,1:11:22 PM,1688,297
399,06/14/2016,1:11:37 PM,1688,0
400,06/14/2016,1:11:52 PM,1438,286
401,06/14/2016,1:12:07 PM,1491,286
402,06/14/2016,1:12:22 PM,1491,1
403,06/14/2016,1:12:37 PM,1424,1
404,06/14/2016,1:12:52 PM,1532,1
405,06/14/2016,1:13:07 PM,1532,1
406,06/14/2016,1:13:22 PM,1490,1
407,06/14/2016,1:13:37 PM,1490,1
408,06/14/2016,1:13:52 PM,1605,1
409,06/14/2016,1:14:07 PM,5481,5476
410,06/14/2016,1:14:22 PM,5481,5476
411,06/14/2016,1:14:37 PM,5481,5476
412,06/14/2016,1:14:52 PM,5481,5400
413,06/14/2016,1:15:07 PM,5481,3961
414,06/14/2016,1:15:22 PM,5227,3961
415,06/14/2016,1:15:37 PM,5227,3181
416,06/14/2016,1:15:52 PM,4978,2678
417,06/14/2016,1:16:07 PM,4565,2315
418,06/14/2016,1:16:22 PM,4565,2315
419,06/14/2016,1:16:37 PM,4402,1891
420,06/14/2016,1:16:52 PM,4206,1837
421,06/14/2016,1:17:07 PM,4206,1837
422,06/14/2016,1:17:22 PM,4089,1737
423,06/14/2016,1:17:37 PM,3959,1761
424,06/14/2016,1:17:52 PM,3959,1761
425,06/14/2016,1:18:07 PM,3959,1693
426,06/14/2016,1:18:22 PM,3959,1693
427,06/14/2016,1:18:37 PM,4033,1693
428,06/14/2016,1:18:52 PM,3856,1617
429,06/14/2016,1:19:07 PM,3856,576
430,06/14/2016,1:19:22 PM,1663,0
431,06/14/2016,1:19:37 PM,1513,0
432,06/14/2016,1:19:52 PM,1513,0
433,06/14/2016,1:20:07 PM,1460,0
434,06/14/2016,1:20:22 PM,1460,0
435,06/14/2016,1:20:37 PM,1460,0
436,06/14/2016,1:20:52 PM,1363,0
437,06/14/2016,1:21:07 PM,1363,0
438,06/14/2016,1:21:22 PM,1288,0
439,06/14/2016,1:21:37 PM,1339,0
440,06/14/2016,1:21:52 PM,1339,0
441,06/14/2016,1:22:07 PM,1416,0
442,06/14/2016,1:22:22 PM,1416,0
443,06/14/2016,1:22:37 PM,1416,0
444,06/14/2016,1:22:52 PM,1490,0
445,06/14/2016,1:23:07 PM,1490,0
446,06/14/2016,1:23:22 PM,1415,0
447,06/14/2016,1:23:37 PM,1415,0
448,06/14/2016,1:23:52 PM,1415,1
449,06/14/2016,1:24:07 PM,5480,5475
450,06/14/2016,1:24:22 PM,5480,5475
451,06/14/2016,1:24:37 PM,5480,5475
452,06/14/2016,1:24:52 PM,5480,4803
453,06/14/2016,1:25:07 PM,5480,3324
454,06/14/2016,1:25:22 PM,5079,3324
455,06/14/2016,1:25:37 PM,4449,2209
456,06/14/2016,1:25:52 PM,4449,1968
457,06/14/2016,1:26:07 PM,4184,1968
458,06/14/2016,1:26:22 PM,3951,1738
459,06/14/2016,1:26:37 PM,3951,1618
460,06/14/2016,1:26:52 PM,3627,1618
461,06/14/2016,1:27:07 PM,3627,1418
462,06/14/2016,1:27:22 PM,3401,1272
463,06/14/2016,1:27:37 PM,3401,1212
464,06/14/2016,1:27:52 PM,3401,1212
465,06/14/2016,1:28:07 PM,3134,1138
466,06/14/2016,1:28:22 PM,3135,1073
467,06/14/2016,1:28:37 PM,3135,1073
468,06/14/2016,1:28:52 PM,3082,1077
469,06/14/2016,1:29:07 PM,1837,461
470,06/14/2016,1:29:22 PM,1837,461
471,06/14/2016,1:29:37 PM,1362,0
472,06/14/2016,1:29:52 PM,1362,0
473,06/14/2016,1:30:07 PM,1362,0
474,06/14/2016,1:30:22 PM,1340,0
475,06/14/2016,1:30:37 PM,1340,0
476,06/14/2016,1:30:52 PM,1283,0
477,06/14/2016,1:31:07 PM,1283,0
478,06/14/2016,1:31:22 PM,1283,0
479,06/14/2016,1:31:37 PM,1213,0
480,06/14/2016,1:31:52 PM,1213,0
481,06/14/2016,1:32:07 PM,1340,0
482,06/14/2016,1:32:22 PM,1265,0
483,06/14/2016,1:32:37 PM,1265,0
484,06/14/2016,1:32:52 PM,1292,0
485,06/14/2016,1:33:07 PM,1243,0
486,06/14/2016,1:33:22 PM,1243,0
487,06/14/2016,1:33:37 PM,1288,0
488,06/14/2016,1:33:52 PM,1341,0
489,06/14/2016,1:34:07 PM,1341,5477
490,06/14/2016,1:34:22 PM,5480,5477
491,06/14/2016,1:34:37 PM,5480,5477
492,06/14/2016,1:34:52 PM,5480,3759
493,06/14/2016,1:35:07 PM,4677,3759
494,06/14/2016,1:35:22 PM,4677,2001
495,06/14/2016,1:35:37 PM,3911,1639
496,06/14/2016,1:35:52 PM,3477,1366
497,06/14/2016,1:36:07 PM,3477,1366
498,06/14/2016,1:36:22 PM,3253,1268
499,06/14/2016,1:36:37 PM,3253,1036
500,06/14/2016,1:36:52 PM,2961,1036
501,06/14/2016,1:37:07 PM,2759,918
502,06/14/2016,1:37:22 PM,2759,858
503,06/14/2016,1:37:37 PM,2684,858
504,06/14/2016,1:37:52 PM,2416,855
505,06/14/2016,1:38:07 PM,2416,820
506,06/14/2016,1:38:22 PM,2459,765
507,06/14/2016,1:38:37 PM,2459,765
508,06/14/2016,1:38:52 PM,2415,743
509,06/14/2016,1:39:07 PM,2137,420
510,06/14/2016,1:39:22 PM,2137,420
511,06/14/2016,1:39:37 PM,1243,0
512,06/14/2016,1:39:52 PM,1265,0
513,06/14/2016,1:40:07 PM,1265,0
514,06/14/2016,1:40:22 PM,1212,0
515,06/14/2016,1:40:37 PM,1167,0
516,06/14/2016,1:40:52 PM,1167,0
517,06/14/2016,1:41:07 PM,1040,0
518,06/14/2016,1:41:22 PM,1040,0
519,06/14/2016,1:41:37 PM,1116,0
520,06/14/2016,1:41:52 PM,1169,0
521,06/14/2016,1:42:07 PM,1169,0
522,06/14/2016,1:42:22 PM,1212,0
523,06/14/2016,1:42:37 PM,1137,0
524,06/14/2016,1:42:52 PM,1137,0
525,06/14/2016,1:43:07 PM,1139,0
526,06/14/2016,1:43:22 PM,1139,0
527,06/14/2016,1:43:37 PM,1168,1
528,06/14/2016,1:43:52 PM,1141,1
529,06/14/2016,1:44:07 PM,1141,5475
530,06/14/2016,1:44:22 PM,5481,5475
531,06/14/2016,1:44:37 PM,5481,5475
532,06/14/2016,1:44:52 PM,5481,2589
533,06/14/2016,1:45:07 PM,4258,2589
534,06/14/2016,1:45:22 PM,3356,1564
535,06/14/2016,1:45:37 PM,3356,1094
536,06/14/2016,1:45:52 PM,2856,1094
537,06/14/2016,1:46:07 PM,2856,866
538,06/14/2016,1:46:22 PM,2581,790
539,06/14/2016,1:46:37 PM,2188,624
540,06/14/2016,1:46:52 PM,2188,624
541,06/14/2016,1:47:07 PM,2263,668
542,06/14/2016,1:47:22 PM,1974,593
543,06/14/2016,1:47:37 PM,1974,593
544,06/14/2016,1:47:52 PM,1976,547
545,06/14/2016,1:48:07 PM,1976,570
546,06/14/2016,1:48:22 PM,1934,570
547,06/14/2016,1:48:37 PM,1888,510
548,06/14/2016,1:48:52 PM,1888,507
549,06/14/2016,1:49:07 PM,1888,507
550,06/14/2016,1:49:22 PM,1311,379
551,06/14/2016,1:49:37 PM,1311,1
552,06/14/2016,1:49:52 PM,1093,1
553,06/14/2016,1:50:07 PM,1093,1
554,06/14/2016,1:50:22 PM,1093,1
555,06/14/2016,1:50:37 PM,988,1
556,06/14/2016,1:50:52 PM,988,1
557,06/14/2016,1:51:07 PM,1046,1
558,06/14/2016,1:51:22 PM,1045,1
559,06/14/2016,1:51:37 PM,1045,1
560,06/14/2016,1:51:52 PM,988,1
561,06/14/2016,1:52:07 PM,1017,1
562,06/14/2016,1:52:22 PM,1017,1
563,06/14/2016,1:52:37 PM,1019,1
564,06/14/2016,1:52:52 PM,1019,1
565,06/14/2016,1:53:07 PM,1115,1
566,06/14/2016,1:53:22 PM,1040,1
567,06/14/2016,1:53:37 PM,1040,1
568,06/14/2016,1:53:52 PM,1040,1
569,06/14/2016,1:54:07 PM,2144,1
570,06/14/2016,1:54:22 PM,2144,5475
571,06/14/2016,1:54:37 PM,5479,5475
572,06/14/2016,1:54:52 PM,5479,1838
573,06/14/2016,1:55:07 PM,3959,1838
574,06/14/2016,1:55:22 PM,2855,1028
575,06/14/2016,1:55:37 PM,2855,790
576,06/14/2016,1:55:52 PM,2414,790
577,06/14/2016,1:56:07 PM,2188,592
578,06/14/2016,1:56:22 PM,2188,592
579,06/14/2016,1:56:37 PM,1911,592
580,06/14/2016,1:56:52 PM,1908,547
581,06/14/2016,1:57:07 PM,1908,494
582,06/14/2016,1:57:22 PM,1867,494
583,06/14/2016,1:57:37 PM,1867,448
584,06/14/2016,1:57:52 PM,1814,471
585,06/14/2016,1:58:07 PM,1814,448
586,06/14/2016,1:58:22 PM,1814,448
587,06/14/2016,1:58:37 PM,1761,395
588,06/14/2016,1:58:52 PM,1739,391
589,06/14/2016,1:59:07 PM,1739,391
590,06/14/2016,1:59:22 PM,1763,449
591,06/14/2016,1:59:37 PM,1763,449
592,06/14/2016,1:59:52 PM,1039,449
593,06/14/2016,2:00:07 PM,943,1
594,06/14/2016,2:00:22 PM,943,1
595,06/14/2016,2:00:37 PM,948,1
596,06/14/2016,2:00:52 PM,947,1
597,06/14/2016,2:01:07 PM,947,1
598,06/14/2016,2:01:22 PM,947,1
599,06/14/2016,2:01:37 PM,949,1
600,06/14/2016,2:01:52 PM,949,1
601,06/14/2016,2:02:07 PM,988,1
602,06/14/2016,2:02:22 PM,988,1
603,06/14/2016,2:02:37 PM,959,1
604,06/14/2016,2:02:52 PM,956,1
605,06/14/2016,2:03:07 PM,956,1
606,06/14/2016,2:03:22 PM,912,1
607,06/14/2016,2:03:37 PM,912,1
608,06/14/2016,2:03:52 PM,912,1
609,06/14/2016,2:04:07 PM,912,1
610,06/14/2016,2:04:22 PM,912,5475
611,06/14/2016,2:04:37 PM,5479,5328
612,06/14/2016,2:04:52 PM,4038,5328
613,06/14/2016,2:05:07 PM,4038,1350
614,06/14/2016,2:05:22 PM,2586,722
615,06/14/2016,2:05:37 PM,1985,547
616,06/14/2016,2:05:52 PM,1985,547
617,06/14/2016,2:06:07 PM,1813,419
618,06/14/2016,2:06:22 PM,1739,395
619,06/14/2016,2:06:37 PM,1739,395
620,06/14/2016,2:06:52 PM,1663,373
621,06/14/2016,2:07:07 PM,1663,343
622,06/14/2016,2:07:22 PM,1640,343
623,06/14/2016,2:07:37 PM,1610,343
624,06/14/2016,2:07:52 PM,1610,297
625,06/14/2016,2:08:07 PM,1538,297
626,06/14/2016,2:08:22 PM,1537,297
627,06/14/2016,2:08:37 PM,1537,320
628,06/14/2016,2:08:52 PM,1537,297
629,06/14/2016,2:09:07 PM,1537,297
630,06/14/2016,2:09:22 PM,1537,2
631,06/14/2016,2:09:37 PM,1062,2
632,06/14/2016,2:09:52 PM,1062,2
633,06/14/2016,2:10:07 PM,911,2
634,06/14/2016,2:10:22 PM,868,2
635,06/14/2016,2:10:37 PM,868,2
636,06/14/2016,2:10:52 PM,890,1
637,06/14/2016,2:11:07 PM,913,1
638,06/14/2016,2:11:22 PM,913,1
639,06/14/2016,2:11:37 PM,868,1
640,06/14/2016,2:11:52 PM,868,1
641,06/14/2016,2:12:07 PM,913,1
642,06/14/2016,2:12:22 PM,913,1
643,06/14/2016,2:12:37 PM,913,1
644,06/14/2016,2:12:52 PM,890,1
645,06/14/2016,2:13:07 PM,890,1
646,06/14/2016,2:13:22 PM,890,1
647,06/14/2016,2:13:37 PM,886,1
648,06/14/2016,2:13:52 PM,886,1
649,06/14/2016,2:14:07 PM,887,1
650,06/14/2016,2:14:22 PM,5480,5418
651,06/14/2016,2:14:37 PM,5480,5241
652,06/14/2016,2:14:52 PM,5038,5241
653,06/14/2016,2:15:07 PM,2368,942
654,06/14/2016,2:15:22 PM,2368,472
655,06/14/2016,2:15:37 PM,1761,472
656,06/14/2016,2:15:52 PM,1761,373
657,06/14/2016,2:16:07 PM,1610,313
658,06/14/2016,2:16:22 PM,1535,1
659,06/14/2016,2:16:37 PM,1535,1
660,06/14/2016,2:16:52 PM,1438,1
661,06/14/2016,2:17:07 PM,1363,1
662,06/14/2016,2:17:22 PM,1363,1
663,06/14/2016,2:17:37 PM,1363,1
664,06/14/2016,2:17:52 PM,1360,1
665,06/14/2016,2:18:07 PM,1360,1
666,06/14/2016,2:18:22 PM,1356,1
667,06/14/2016,2:18:37 PM,1356,1
668,06/14/2016,2:18:52 PM,1289,1
669,06/14/2016,2:19:07 PM,1341,1
670,06/14/2016,2:19:22 PM,1341,1
671,06/14/2016,2:19:37 PM,1310,1
672,06/14/2016,2:19:52 PM,868,1
673,06/14/2016,2:20:07 PM,868,1
674,06/14/2016,2:20:22 PM,838,1
675,06/14/2016,2:20:37 PM,838,1
676,06/14/2016,2:20:52 PM,792,1
677,06/14/2016,2:21:07 PM,792,1
678,06/14/2016,2:21:22 PM,792,1
679,06/14/2016,2:21:37 PM,837,1
680,06/14/2016,2:21:52 PM,837,1
681,06/14/2016,2:22:07 PM,837,1
682,06/14/2016,2:22:22 PM,815,1
683,06/14/2016,2:22:37 PM,838,1
684,06/14/2016,2:22:52 PM,838,1
685,06/14/2016,2:23:07 PM,890,1
686,06/14/2016,2:23:22 PM,890,1
687,06/14/2016,2:23:37 PM,866,1
688,06/14/2016,2:23:52 PM,867,1
689,06/14/2016,2:24:07 PM,867,1
690,06/14/2016,2:24:22 PM,837,475
691,06/14/2016,2:24:37 PM,5480,5399
692,06/14/2016,2:24:52 PM,5480,5399
693,06/14/2016,2:25:07 PM,2384,684
694,06/14/2016,2:25:22 PM,2384,343
695,06/14/2016,2:25:37 PM,1663,343
696,06/14/2016,2:25:52 PM,1417,1
697,06/14/2016,2:26:07 PM,1417,1
698,06/14/2016,2:26:22 PM,1288,1
699,06/14/2016,2:26:37 PM,1265,1
700,06/14/2016,2:26:52 PM,1265,1
701,06/14/2016,2:27:07 PM,1243,1
702,06/14/2016,2:27:22 PM,1213,1
703,06/14/2016,2:27:37 PM,1213,0
704,06/14/2016,2:27:52 PM,1167,1
705,06/14/2016,2:28:07 PM,1167,1
706,06/14/2016,2:28:22 PM,1167,1
707,06/14/2016,2:28:37 PM,1137,1
708,06/14/2016,2:28:52 PM,1137,1
709,06/14/2016,2:29:07 PM,1115,1
710,06/14/2016,2:29:22 PM,1139,1
711,06/14/2016,2:29:37 PM,1139,1
712,06/14/2016,2:29:52 PM,891,1
713,06/14/2016,2:30:07 PM,792,1
714,06/14/2016,2:30:22 PM,792,1
715,06/14/2016,2:30:37 PM,763,1
716,06/14/2016,2:30:52 PM,763,1
717,06/14/2016,2:31:07 PM,805,1
718,06/14/2016,2:31:22 PM,807,1
719,06/14/2016,2:31:37 PM,807,1
720,06/14/2016,2:31:52 PM,809,1
721,06/14/2016,2:32:07 PM,806,1
722,06/14/2016,2:32:22 PM,806,1
723,06/14/2016,2:32:37 PM,808,1
724,06/14/2016,2:32:52 PM,808,1
725,06/14/2016,2:33:07 PM,839,1
726,06/14/2016,2:33:22 PM,794,1
727,06/14/2016,2:33:37 PM,794,1
728,06/14/2016,2:33:52 PM,868,1
729,06/14/2016,2:34:07 PM,868,1
730,06/14/2016,2:34:22 PM,868,1
731,06/14/2016,2:34:37 PM,5480,1
732,06/14/2016,2:34:52 PM,2860,5477
733,06/14/2016,2:35:07 PM,2860,494
734,06/14/2016,2:35:22 PM,1535,1
735,06/14/2016,2:35:37 PM,1535,1
736,06/14/2016,2:35:52 PM,1288,1
737,06/14/2016,2:36:07 PM,1167,1
738,06/14/2016,2:36:22 PM,1167,1
739,06/14/2016,2:36:37 PM,1115,1
740,06/14/2016,2:36:52 PM,1040,1
741,06/14/2016,2:37:07 PM,1040,1
742,06/14/2016,2:37:22 PM,1062,1
743,06/14/2016,2:37:37 PM,1062,1
744,06/14/2016,2:37:52 PM,1039,1
745,06/14/2016,2:38:07 PM,1039,1
746,06/14/2016,2:38:22 PM,1039,1
747,06/14/2016,2:38:37 PM,1039,1
748,06/14/2016,2:38:52 PM,972,1
749,06/14/2016,2:39:07 PM,972,1
750,06/14/2016,2:39:22 PM,975,1
751,06/14/2016,2:39:37 PM,1041,1
752,06/14/2016,2:39:52 PM,1041,1
753,06/14/2016,2:40:07 PM,764,1
754,06/14/2016,2:40:22 PM,764,1
755,06/14/2016,2:40:37 PM,764,1
756,06/14/2016,2:40:52 PM,718,1
757,06/14/2016,2:41:07 PM,718,1
758,06/14/2016,2:41:22 PM,718,1
759,06/14/2016,2:41:37 PM,718,1
760,06/14/2016,2:41:52 PM,718,1
761,06/14/2016,2:42:07 PM,793,1
762,06/14/2016,2:42:22 PM,793,1
763,06/14/2016,2:42:37 PM,763,1
764,06/14/2016,2:42:52 PM,837,1
765,06/14/2016,2:43:07 PM,837,1
766,06/14/2016,2:43:22 PM,793,1
767,06/14/2016,2:43:37 PM,763,1
768,06/14/2016,2:43:52 PM,763,1
769,06/14/2016,2:44:07 PM,793,1
770,06/14/2016,2:44:22 PM,815,1
771,06/14/2016,2:44:37 PM,815,1
772,06/14/2016,2:44:52 PM,5243,5475
773,06/14/2016,2:45:07 PM,5243,374
774,06/14/2016,2:45:22 PM,1513,374
775,06/14/2016,2:45:37 PM,1137,1
776,06/14/2016,2:45:52 PM,1137,1
777,06/14/2016,2:46:07 PM,1040,1
778,06/14/2016,2:46:22 PM,943,1
779,06/14/2016,2:46:37 PM,943,1
780,06/14/2016,2:46:52 PM,911,1
781,06/14/2016,2:47:07 PM,911,1
782,06/14/2016,2:47:22 PM,911,1
783,06/14/2016,2:47:37 PM,911,1
784,06/14/2016,2:47:52 PM,911,1
785,06/14/2016,2:48:07 PM,912,1
786,06/14/2016,2:48:22 PM,908,1
787,06/14/2016,2:48:37 PM,908,1
788,06/14/2016,2:48:52 PM,904,1
789,06/14/2016,2:49:07 PM,902,1
790,06/14/2016,2:49:22 PM,902,1
791,06/14/2016,2:49:37 PM,904,1
792,06/14/2016,2:49:52 PM,904,1
793,06/14/2016,2:50:07 PM,792,1
794,06/14/2016,2:50:22 PM,717,1
795,06/14/2016,2:50:37 PM,717,1
