Chart Properties
---------------------------------------------------------------------------------
Enabled:,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Visible:,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Ambient:,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Process Color:,-65536,-16744193,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,-65536,
Ambient Color:,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,-16776961,
Process Left Axis:,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Ambient Left Axis:,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Logging Process Units:,Process,Process,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,
Logging Ambient Units:,°F,°F,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,
---------------------------------------------------------------------------------

Interval:,15,Seconds
DataPoint,LogDate,LogTime,1-P Process,2-P Process
311,06/13/2016,11:57:57 AM,3357,653
312,06/13/2016,11:58:12 AM,3357,932
313,06/13/2016,11:58:27 AM,3399,1035
314,06/13/2016,11:58:42 AM,5479,1035
315,06/13/2016,11:58:57 AM,5479,5476
316,06/13/2016,11:59:12 AM,5479,5476
317,06/13/2016,11:59:27 AM,5479,5476
318,06/13/2016,11:59:42 AM,5479,5476
319,06/13/2016,11:59:57 AM,5479,5476
320,06/13/2016,12:00:12 PM,5479,5476
321,06/13/2016,12:00:27 PM,5479,5476
322,06/13/2016,12:00:42 PM,5479,5476
323,06/13/2016,12:00:57 PM,5479,5476
324,06/13/2016,12:01:12 PM,5480,5476
325,06/13/2016,12:01:27 PM,5480,5476
326,06/13/2016,12:01:42 PM,5480,5476
327,06/13/2016,12:01:57 PM,5480,5476
328,06/13/2016,12:02:12 PM,5480,5476
329,06/13/2016,12:02:27 PM,5480,5476
330,06/13/2016,12:02:42 PM,5480,5476
331,06/13/2016,12:02:57 PM,5480,5476
332,06/13/2016,12:03:12 PM,5480,5476
333,06/13/2016,12:03:27 PM,5480,5476
334,06/13/2016,12:03:42 PM,5480,5476
335,06/13/2016,12:03:57 PM,4810,1936
336,06/13/2016,12:04:12 PM,4810,1071
337,06/13/2016,12:04:27 PM,3561,1071
338,06/13/2016,12:04:42 PM,3377,546
339,06/13/2016,12:04:57 PM,3377,757
340,06/13/2016,12:05:12 PM,2963,620
341,06/13/2016,12:05:27 PM,3063,620
342,06/13/2016,12:05:42 PM,3063,707
343,06/13/2016,12:05:57 PM,2855,703
344,06/13/2016,12:06:12 PM,2855,703
345,06/13/2016,12:06:27 PM,3080,919
346,06/13/2016,12:06:42 PM,2961,713
347,06/13/2016,12:06:57 PM,2961,713
348,06/13/2016,12:07:12 PM,3037,579
349,06/13/2016,12:07:27 PM,2858,546
350,06/13/2016,12:07:42 PM,2858,546
351,06/13/2016,12:07:57 PM,2588,548
352,06/13/2016,12:08:12 PM,2588,822
353,06/13/2016,12:08:27 PM,2810,556
354,06/13/2016,12:08:42 PM,5479,556
355,06/13/2016,12:08:57 PM,5479,5477
356,06/13/2016,12:09:12 PM,5479,5477
357,06/13/2016,12:09:27 PM,5480,5477
358,06/13/2016,12:09:42 PM,5480,5477
359,06/13/2016,12:09:57 PM,5480,5476
360,06/13/2016,12:10:12 PM,5479,5476
361,06/13/2016,12:10:27 PM,5479,5476
362,06/13/2016,12:10:42 PM,5480,5476
363,06/13/2016,12:10:57 PM,5480,5476
364,06/13/2016,12:11:12 PM,5480,5476
365,06/13/2016,12:11:27 PM,5480,5476
366,06/13/2016,12:11:42 PM,5480,5476
367,06/13/2016,12:11:57 PM,5480,5476
368,06/13/2016,12:12:12 PM,5480,5476
369,06/13/2016,12:12:27 PM,5480,5476
370,06/13/2016,12:12:42 PM,5480,5476
371,06/13/2016,12:12:57 PM,5480,5476
372,06/13/2016,12:13:12 PM,5480,5476
373,06/13/2016,12:13:27 PM,5480,5476
374,06/13/2016,12:13:42 PM,5480,5476
375,06/13/2016,12:13:57 PM,5188,1247
376,06/13/2016,12:14:12 PM,3487,842
377,06/13/2016,12:14:27 PM,3487,842
378,06/13/2016,12:14:42 PM,3178,666
379,06/13/2016,12:14:57 PM,3178,547
380,06/13/2016,12:15:12 PM,2747,547
381,06/13/2016,12:15:27 PM,2969,462
382,06/13/2016,12:15:42 PM,2969,788
383,06/13/2016,12:15:57 PM,2677,788
384,06/13/2016,12:16:12 PM,2631,786
385,06/13/2016,12:16:27 PM,2631,448
386,06/13/2016,12:16:42 PM,2458,790
387,06/13/2016,12:16:57 PM,2039,790
388,06/13/2016,12:17:12 PM,2039,699
389,06/13/2016,12:17:27 PM,2418,459
390,06/13/2016,12:17:42 PM,2418,459
391,06/13/2016,12:17:57 PM,2361,462
392,06/13/2016,12:18:12 PM,2447,395
393,06/13/2016,12:18:27 PM,2447,395
394,06/13/2016,12:18:42 PM,2756,398
395,06/13/2016,12:18:57 PM,5480,5476
396,06/13/2016,12:19:12 PM,5480,5476
397,06/13/2016,12:19:27 PM,5480,5476
398,06/13/2016,12:19:42 PM,5480,5476
399,06/13/2016,12:19:57 PM,5480,5476
400,06/13/2016,12:20:12 PM,5480,5476
401,06/13/2016,12:20:27 PM,5480,5476
402,06/13/2016,12:20:42 PM,5480,5476
403,06/13/2016,12:20:57 PM,5480,5476
404,06/13/2016,12:21:12 PM,5480,5476
405,06/13/2016,12:21:27 PM,5480,5476
406,06/13/2016,12:21:42 PM,5480,5476
407,06/13/2016,12:21:57 PM,5480,5476
408,06/13/2016,12:22:12 PM,5480,5476
409,06/13/2016,12:22:27 PM,5480,5476
410,06/13/2016,12:22:42 PM,5480,5476
411,06/13/2016,12:22:57 PM,5480,5476
412,06/13/2016,12:23:12 PM,5480,5476
413,06/13/2016,12:23:27 PM,5480,5476
414,06/13/2016,12:23:42 PM,5480,5476
415,06/13/2016,12:23:57 PM,5480,1121
416,06/13/2016,12:24:12 PM,2968,1121
417,06/13/2016,12:24:27 PM,2968,450
418,06/13/2016,12:24:42 PM,2629,379
419,06/13/2016,12:24:57 PM,2262,382
420,06/13/2016,12:25:12 PM,2262,382
421,06/13/2016,12:25:27 PM,2360,380
422,06/13/2016,12:25:42 PM,2073,381
423,06/13/2016,12:25:57 PM,2073,381
424,06/13/2016,12:26:12 PM,1889,567
425,06/13/2016,12:26:27 PM,1889,382
426,06/13/2016,12:26:42 PM,1934,382
427,06/13/2016,12:26:57 PM,2083,668
428,06/13/2016,12:27:12 PM,2083,668
429,06/13/2016,12:27:27 PM,2041,668
430,06/13/2016,12:27:42 PM,2041,493
431,06/13/2016,12:27:57 PM,2041,440
432,06/13/2016,12:28:12 PM,1986,441
433,06/13/2016,12:28:27 PM,1986,441
434,06/13/2016,12:28:42 PM,1854,343
435,06/13/2016,12:28:57 PM,5480,5477
436,06/13/2016,12:29:12 PM,5480,5477
437,06/13/2016,12:29:27 PM,5480,5477
438,06/13/2016,12:29:42 PM,5480,5477
439,06/13/2016,12:29:57 PM,5480,5477
440,06/13/2016,12:30:12 PM,5480,5477
441,06/13/2016,12:30:27 PM,5480,5477
442,06/13/2016,12:30:42 PM,5480,5477
443,06/13/2016,12:30:57 PM,5480,5477
444,06/13/2016,12:31:12 PM,5480,5477
445,06/13/2016,12:31:27 PM,5480,5477
446,06/13/2016,12:31:42 PM,5480,5477
447,06/13/2016,12:31:57 PM,5480,5400
448,06/13/2016,12:32:12 PM,5480,5223
449,06/13/2016,12:32:27 PM,5480,5223
450,06/13/2016,12:32:42 PM,5480,5125
451,06/13/2016,12:32:57 PM,5480,5025
452,06/13/2016,12:33:12 PM,5480,5025
453,06/13/2016,12:33:27 PM,5480,5002
454,06/13/2016,12:33:42 PM,5480,4853
455,06/13/2016,12:33:57 PM,5480,920
456,06/13/2016,12:34:12 PM,2533,920
457,06/13/2016,12:34:27 PM,1910,370
458,06/13/2016,12:34:42 PM,1910,516
459,06/13/2016,12:34:57 PM,1887,516
460,06/13/2016,12:35:12 PM,1887,262
461,06/13/2016,12:35:27 PM,1911,418
462,06/13/2016,12:35:42 PM,1792,418
463,06/13/2016,12:35:57 PM,1792,493
464,06/13/2016,12:36:12 PM,1794,395
465,06/13/2016,12:36:27 PM,1760,573
466,06/13/2016,12:36:42 PM,1760,573
467,06/13/2016,12:36:57 PM,1683,396
468,06/13/2016,12:37:12 PM,1738,499
469,06/13/2016,12:37:27 PM,1738,499
470,06/13/2016,12:37:42 PM,1716,593
471,06/13/2016,12:37:57 PM,1716,510
472,06/13/2016,12:38:12 PM,1835,510
473,06/13/2016,12:38:27 PM,1760,385
474,06/13/2016,12:38:42 PM,1760,10
475,06/13/2016,12:38:57 PM,5480,10
476,06/13/2016,12:39:12 PM,5480,5477
477,06/13/2016,12:39:27 PM,5480,5476
478,06/13/2016,12:39:42 PM,5480,5476
479,06/13/2016,12:39:57 PM,5480,5476
480,06/13/2016,12:40:12 PM,5480,5476
481,06/13/2016,12:40:27 PM,5480,5476
482,06/13/2016,12:40:42 PM,5480,5476
483,06/13/2016,12:40:57 PM,5480,5476
484,06/13/2016,12:41:12 PM,5480,5053
485,06/13/2016,12:41:27 PM,5480,5053
486,06/13/2016,12:41:42 PM,5480,4958
487,06/13/2016,12:41:57 PM,5480,4453
488,06/13/2016,12:42:12 PM,5480,4524
489,06/13/2016,12:42:27 PM,5480,4524
490,06/13/2016,12:42:42 PM,5480,4317
491,06/13/2016,12:42:57 PM,5480,4188
492,06/13/2016,12:43:12 PM,5480,4188
493,06/13/2016,12:43:27 PM,5480,4132
494,06/13/2016,12:43:42 PM,5480,3806
495,06/13/2016,12:43:57 PM,3147,3806
496,06/13/2016,12:44:12 PM,3147,608
497,06/13/2016,12:44:27 PM,1836,296
498,06/13/2016,12:44:42 PM,1836,296
499,06/13/2016,12:44:57 PM,1640,325
500,06/13/2016,12:45:12 PM,1610,329
501,06/13/2016,12:45:27 PM,1610,387
502,06/13/2016,12:45:42 PM,1565,387
503,06/13/2016,12:45:57 PM,1565,487
504,06/13/2016,12:46:12 PM,1565,371
505,06/13/2016,12:46:27 PM,1535,371
506,06/13/2016,12:46:42 PM,1535,0
507,06/13/2016,12:46:57 PM,1663,319
508,06/13/2016,12:47:12 PM,1717,319
509,06/13/2016,12:47:27 PM,1717,297
510,06/13/2016,12:47:42 PM,1646,322
511,06/13/2016,12:47:57 PM,1715,396
512,06/13/2016,12:48:12 PM,1715,396
513,06/13/2016,12:48:27 PM,1513,494
514,06/13/2016,12:48:42 PM,1513,1
515,06/13/2016,12:48:57 PM,1640,1
516,06/13/2016,12:49:12 PM,5480,5475
517,06/13/2016,12:49:27 PM,5480,5475
518,06/13/2016,12:49:42 PM,5480,5475
519,06/13/2016,12:49:57 PM,5480,5475
520,06/13/2016,12:50:12 PM,5480,5476
521,06/13/2016,12:50:27 PM,5480,5102
522,06/13/2016,12:50:42 PM,5480,5102
523,06/13/2016,12:50:57 PM,5480,4427
524,06/13/2016,12:51:12 PM,5480,4135
525,06/13/2016,12:51:27 PM,5480,4135
526,06/13/2016,12:51:42 PM,5480,3837
527,06/13/2016,12:51:57 PM,5405,3583
528,06/13/2016,12:52:12 PM,5405,3583
529,06/13/2016,12:52:27 PM,5315,3583
530,06/13/2016,12:52:42 PM,5276,3308
531,06/13/2016,12:52:57 PM,5276,3308
532,06/13/2016,12:53:12 PM,5272,3179
533,06/13/2016,12:53:27 PM,5272,2937
534,06/13/2016,12:53:42 PM,5124,2808
535,06/13/2016,12:53:57 PM,5101,2808
536,06/13/2016,12:54:12 PM,5101,395
537,06/13/2016,12:54:27 PM,1714,393
538,06/13/2016,12:54:42 PM,1576,393
539,06/13/2016,12:54:57 PM,1576,0
540,06/13/2016,12:55:12 PM,1460,0
541,06/13/2016,12:55:27 PM,1460,0
542,06/13/2016,12:55:42 PM,1564,0
543,06/13/2016,12:55:57 PM,1565,1
544,06/13/2016,12:56:12 PM,1565,0
545,06/13/2016,12:56:27 PM,1536,0
546,06/13/2016,12:56:42 PM,1415,273
547,06/13/2016,12:56:57 PM,1415,1
548,06/13/2016,12:57:12 PM,1492,1
549,06/13/2016,12:57:27 PM,1438,393
550,06/13/2016,12:57:42 PM,1438,0
551,06/13/2016,12:57:57 PM,1490,0
552,06/13/2016,12:58:12 PM,1490,392
553,06/13/2016,12:58:27 PM,1414,0
554,06/13/2016,12:58:42 PM,1415,0
555,06/13/2016,12:58:57 PM,1415,365
556,06/13/2016,12:59:12 PM,5481,5476
557,06/13/2016,12:59:27 PM,5481,5476
558,06/13/2016,12:59:42 PM,5481,5476
559,06/13/2016,12:59:57 PM,5481,5476
560,06/13/2016,1:00:12 PM,5481,4831
561,06/13/2016,1:00:27 PM,5481,4831
562,06/13/2016,1:00:42 PM,5404,3857
563,06/13/2016,1:00:57 PM,5404,3257
564,06/13/2016,1:01:12 PM,5198,3257
565,06/13/2016,1:01:27 PM,5100,2862
566,06/13/2016,1:01:42 PM,5100,2414
567,06/13/2016,1:01:57 PM,5003,2440
568,06/13/2016,1:02:12 PM,5003,2440
569,06/13/2016,1:02:27 PM,4632,2041
570,06/13/2016,1:02:42 PM,4575,1941
571,06/13/2016,1:02:57 PM,4575,1941
572,06/13/2016,1:03:12 PM,4402,1940
573,06/13/2016,1:03:27 PM,4364,1868
574,06/13/2016,1:03:42 PM,4364,1868
575,06/13/2016,1:03:57 PM,4308,1867
576,06/13/2016,1:04:12 PM,1738,319
577,06/13/2016,1:04:27 PM,1738,0
578,06/13/2016,1:04:42 PM,1496,0
579,06/13/2016,1:04:57 PM,1496,0
580,06/13/2016,1:05:12 PM,1495,0
581,06/13/2016,1:05:27 PM,1363,0
582,06/13/2016,1:05:42 PM,1363,0
583,06/13/2016,1:05:57 PM,1415,0
584,06/13/2016,1:06:12 PM,1415,0
585,06/13/2016,1:06:27 PM,1415,0
586,06/13/2016,1:06:42 PM,1415,0
587,06/13/2016,1:06:57 PM,1415,0
588,06/13/2016,1:07:12 PM,1438,0
589,06/13/2016,1:07:27 PM,1415,0
590,06/13/2016,1:07:42 PM,1415,0
591,06/13/2016,1:07:57 PM,1363,0
592,06/13/2016,1:08:12 PM,1415,0
593,06/13/2016,1:08:27 PM,1415,0
594,06/13/2016,1:08:42 PM,1320,0
595,06/13/2016,1:08:57 PM,4314,0
596,06/13/2016,1:09:12 PM,4314,5475
597,06/13/2016,1:09:27 PM,5480,5475
598,06/13/2016,1:09:42 PM,5480,5475
599,06/13/2016,1:09:57 PM,5480,5224
600,06/13/2016,1:10:12 PM,5477,3760
601,06/13/2016,1:10:27 PM,5477,3760
602,06/13/2016,1:10:42 PM,5083,2809
603,06/13/2016,1:10:57 PM,4706,2263
604,06/13/2016,1:11:12 PM,4706,2263
605,06/13/2016,1:11:27 PM,4358,1912
606,06/13/2016,1:11:42 PM,4358,1815
607,06/13/2016,1:11:57 PM,4184,1815
608,06/13/2016,1:12:12 PM,3957,1633
609,06/13/2016,1:12:27 PM,3957,1563
610,06/13/2016,1:12:42 PM,3802,1443
611,06/13/2016,1:12:57 PM,3530,1443
612,06/13/2016,1:13:12 PM,3530,1412
613,06/13/2016,1:13:27 PM,3530,1411
614,06/13/2016,1:13:42 PM,3530,1411
615,06/13/2016,1:13:57 PM,3627,1313
616,06/13/2016,1:14:12 PM,2431,373
617,06/13/2016,1:14:27 PM,2431,373
618,06/13/2016,1:14:42 PM,1311,0
619,06/13/2016,1:14:57 PM,1311,0
620,06/13/2016,1:15:12 PM,1311,0
621,06/13/2016,1:15:27 PM,1340,0
622,06/13/2016,1:15:42 PM,1288,0
623,06/13/2016,1:15:57 PM,1288,0
624,06/13/2016,1:16:12 PM,1287,0
625,06/13/2016,1:16:27 PM,1287,0
626,06/13/2016,1:16:42 PM,1287,0
627,06/13/2016,1:16:57 PM,1265,0
628,06/13/2016,1:17:12 PM,1265,0
629,06/13/2016,1:17:27 PM,1311,0
630,06/13/2016,1:17:42 PM,1265,0
631,06/13/2016,1:17:57 PM,1265,0
632,06/13/2016,1:18:12 PM,1138,0
633,06/13/2016,1:18:27 PM,1138,0
634,06/13/2016,1:18:42 PM,1093,0
635,06/13/2016,1:18:57 PM,1265,0
636,06/13/2016,1:19:12 PM,1265,5477
637,06/13/2016,1:19:27 PM,5482,5477
638,06/13/2016,1:19:42 PM,5482,5476
639,06/13/2016,1:19:57 PM,5482,4225
640,06/13/2016,1:20:12 PM,5199,4225
641,06/13/2016,1:20:27 PM,4573,2643
642,06/13/2016,1:20:42 PM,4573,1913
643,06/13/2016,1:20:57 PM,4088,1913
644,06/13/2016,1:21:12 PM,4088,1633
645,06/13/2016,1:21:27 PM,3756,1465
646,06/13/2016,1:21:42 PM,3529,1357
647,06/13/2016,1:21:57 PM,3529,1357
648,06/13/2016,1:22:12 PM,3363,1279
649,06/13/2016,1:22:27 PM,3253,1169
650,06/13/2016,1:22:42 PM,3253,1169
651,06/13/2016,1:22:57 PM,3253,1101
652,06/13/2016,1:23:12 PM,3253,1099
653,06/13/2016,1:23:27 PM,3080,1099
654,06/13/2016,1:23:42 PM,3081,1040
655,06/13/2016,1:23:57 PM,3081,977
656,06/13/2016,1:24:12 PM,2865,396
657,06/13/2016,1:24:27 PM,1289,396
658,06/13/2016,1:24:42 PM,1289,1
659,06/13/2016,1:24:57 PM,1211,0
660,06/13/2016,1:25:12 PM,1211,0
661,06/13/2016,1:25:27 PM,1243,0
662,06/13/2016,1:25:42 PM,1244,0
663,06/13/2016,1:25:57 PM,1244,0
664,06/13/2016,1:26:12 PM,1212,0
665,06/13/2016,1:26:27 PM,1063,0
666,06/13/2016,1:26:42 PM,1063,0
667,06/13/2016,1:26:57 PM,1114,0
668,06/13/2016,1:27:12 PM,1092,0
669,06/13/2016,1:27:27 PM,1092,0
670,06/13/2016,1:27:42 PM,1040,0
671,06/13/2016,1:27:57 PM,1040,0
672,06/13/2016,1:28:12 PM,1138,1
673,06/13/2016,1:28:27 PM,1138,1
674,06/13/2016,1:28:42 PM,1138,1
675,06/13/2016,1:28:57 PM,1266,1
676,06/13/2016,1:29:12 PM,5481,1
677,06/13/2016,1:29:27 PM,5481,5476
678,06/13/2016,1:29:42 PM,5481,5476
679,06/13/2016,1:29:57 PM,5481,3130
680,06/13/2016,1:30:12 PM,5047,3130
681,06/13/2016,1:30:27 PM,4140,1917
682,06/13/2016,1:30:42 PM,4140,1443
683,06/13/2016,1:30:57 PM,3477,1443
684,06/13/2016,1:31:12 PM,2823,1039
685,06/13/2016,1:31:27 PM,2823,843
686,06/13/2016,1:31:42 PM,2533,843
687,06/13/2016,1:31:57 PM,2533,820
688,06/13/2016,1:32:12 PM,2533,788
689,06/13/2016,1:32:27 PM,2425,745
690,06/13/2016,1:32:42 PM,2425,745
691,06/13/2016,1:32:57 PM,2423,722
692,06/13/2016,1:33:12 PM,2308,722
693,06/13/2016,1:33:27 PM,2308,722
694,06/13/2016,1:33:42 PM,2360,668
695,06/13/2016,1:33:57 PM,2308,691
696,06/13/2016,1:34:12 PM,2308,691
697,06/13/2016,1:34:27 PM,1443,343
698,06/13/2016,1:34:42 PM,1443,0
699,06/13/2016,1:34:57 PM,1039,0
700,06/13/2016,1:35:12 PM,1039,0
701,06/13/2016,1:35:27 PM,1039,0
702,06/13/2016,1:35:42 PM,1080,0
703,06/13/2016,1:35:57 PM,987,0
704,06/13/2016,1:36:12 PM,987,0
705,06/13/2016,1:36:27 PM,1093,0
706,06/13/2016,1:36:42 PM,1093,0
707,06/13/2016,1:36:57 PM,1093,0
708,06/13/2016,1:37:12 PM,1016,0
709,06/13/2016,1:37:27 PM,1016,0
710,06/13/2016,1:37:42 PM,1016,0
711,06/13/2016,1:37:57 PM,1092,0
712,06/13/2016,1:38:12 PM,1092,0
713,06/13/2016,1:38:27 PM,1062,0
714,06/13/2016,1:38:42 PM,1062,0
715,06/13/2016,1:38:57 PM,1062,0
716,06/13/2016,1:39:12 PM,964,0
717,06/13/2016,1:39:27 PM,964,5477
718,06/13/2016,1:39:42 PM,5479,5476
719,06/13/2016,1:39:57 PM,4798,5476
720,06/13/2016,1:40:12 PM,4798,1904
721,06/13/2016,1:40:27 PM,3358,1245
722,06/13/2016,1:40:42 PM,2631,847
723,06/13/2016,1:40:57 PM,2631,847
724,06/13/2016,1:41:12 PM,2360,744
725,06/13/2016,1:41:27 PM,2360,667
726,06/13/2016,1:41:42 PM,2263,667
727,06/13/2016,1:41:57 PM,2083,593
728,06/13/2016,1:42:12 PM,2083,570
729,06/13/2016,1:42:27 PM,2038,570
730,06/13/2016,1:42:42 PM,1910,568
731,06/13/2016,1:42:57 PM,1910,517
732,06/13/2016,1:43:12 PM,1910,514
733,06/13/2016,1:43:27 PM,1906,514
734,06/13/2016,1:43:42 PM,1906,471
735,06/13/2016,1:43:57 PM,1865,471
736,06/13/2016,1:44:12 PM,1865,471
737,06/13/2016,1:44:27 PM,1888,399
738,06/13/2016,1:44:42 PM,988,1
739,06/13/2016,1:44:57 PM,988,1
740,06/13/2016,1:45:12 PM,965,1
741,06/13/2016,1:45:27 PM,912,0
742,06/13/2016,1:45:42 PM,912,0
743,06/13/2016,1:45:57 PM,912,0
744,06/13/2016,1:46:12 PM,912,0
745,06/13/2016,1:46:27 PM,966,0
746,06/13/2016,1:46:42 PM,969,0
747,06/13/2016,1:46:57 PM,969,0
748,06/13/2016,1:47:12 PM,913,0
749,06/13/2016,1:47:27 PM,965,0
750,06/13/2016,1:47:42 PM,965,0
751,06/13/2016,1:47:57 PM,965,0
752,06/13/2016,1:48:12 PM,937,0
753,06/13/2016,1:48:27 PM,937,0
754,06/13/2016,1:48:42 PM,937,0
755,06/13/2016,1:48:57 PM,937,0
756,06/13/2016,1:49:12 PM,940,0
757,06/13/2016,1:49:27 PM,5480,5476
758,06/13/2016,1:49:42 PM,5480,5399
759,06/13/2016,1:49:57 PM,5157,5399
760,06/13/2016,1:50:12 PM,2930,1542
761,06/13/2016,1:50:27 PM,2930,866
762,06/13/2016,1:50:42 PM,2360,866
763,06/13/2016,1:50:57 PM,2360,653
764,06/13/2016,1:51:12 PM,1936,516
765,06/13/2016,1:51:27 PM,1840,471
766,06/13/2016,1:51:42 PM,1840,471
767,06/13/2016,1:51:57 PM,1813,448
768,06/13/2016,1:52:12 PM,1716,395
769,06/13/2016,1:52:27 PM,1716,395
770,06/13/2016,1:52:42 PM,1664,395
771,06/13/2016,1:52:57 PM,1664,373
772,06/13/2016,1:53:12 PM,1664,373
773,06/13/2016,1:53:27 PM,1610,373
774,06/13/2016,1:53:42 PM,1610,343
775,06/13/2016,1:53:57 PM,1610,343
776,06/13/2016,1:54:12 PM,1566,343
777,06/13/2016,1:54:27 PM,1566,320
778,06/13/2016,1:54:42 PM,1039,1
779,06/13/2016,1:54:57 PM,868,1
780,06/13/2016,1:55:12 PM,868,1
781,06/13/2016,1:55:27 PM,816,1
782,06/13/2016,1:55:42 PM,816,1
783,06/13/2016,1:55:57 PM,838,1
784,06/13/2016,1:56:12 PM,834,1
785,06/13/2016,1:56:27 PM,834,1
786,06/13/2016,1:56:42 PM,835,1
787,06/13/2016,1:56:57 PM,837,1
788,06/13/2016,1:57:12 PM,837,1
789,06/13/2016,1:57:27 PM,914,1
790,06/13/2016,1:57:42 PM,909,1
791,06/13/2016,1:57:57 PM,909,1
792,06/13/2016,1:58:12 PM,815,1
793,06/13/2016,1:58:27 PM,815,1
794,06/13/2016,1:58:42 PM,913,1
795,06/13/2016,1:58:57 PM,913,1
796,06/13/2016,1:59:12 PM,913,1
797,06/13/2016,1:59:27 PM,2493,5475
798,06/13/2016,1:59:42 PM,5480,5174
799,06/13/2016,1:59:57 PM,5480,5174
800,06/13/2016,2:00:12 PM,2869,1075
801,06/13/2016,2:00:27 PM,2869,593
802,06/13/2016,2:00:42 PM,1934,593
803,06/13/2016,2:00:57 PM,1716,418
804,06/13/2016,2:01:12 PM,1716,373
805,06/13/2016,2:01:27 PM,1641,373
806,06/13/2016,2:01:42 PM,1536,319
807,06/13/2016,2:01:57 PM,1536,319
808,06/13/2016,2:02:12 PM,1460,1
809,06/13/2016,2:02:27 PM,1460,1
810,06/13/2016,2:02:42 PM,1438,1
811,06/13/2016,2:02:57 PM,1415,1
812,06/13/2016,2:03:12 PM,1415,1
813,06/13/2016,2:03:27 PM,1363,0
814,06/13/2016,2:03:42 PM,1405,0
815,06/13/2016,2:03:57 PM,1405,0
816,06/13/2016,2:04:12 PM,1340,0
817,06/13/2016,2:04:27 PM,1340,0
818,06/13/2016,2:04:42 PM,1340,0
819,06/13/2016,2:04:57 PM,817,0
820,06/13/2016,2:05:12 PM,817,0
821,06/13/2016,2:05:27 PM,740,0
822,06/13/2016,2:05:42 PM,718,0
823,06/13/2016,2:05:57 PM,718,1
824,06/13/2016,2:06:12 PM,792,1
825,06/13/2016,2:06:27 PM,718,1
826,06/13/2016,2:06:42 PM,718,1
827,06/13/2016,2:06:57 PM,793,1
828,06/13/2016,2:07:12 PM,793,1
829,06/13/2016,2:07:27 PM,838,0
830,06/13/2016,2:07:42 PM,793,0
831,06/13/2016,2:07:57 PM,793,0
832,06/13/2016,2:08:12 PM,816,0
833,06/13/2016,2:08:27 PM,763,0
834,06/13/2016,2:08:42 PM,763,0
835,06/13/2016,2:08:57 PM,740,0
836,06/13/2016,2:09:12 PM,864,0
837,06/13/2016,2:09:27 PM,864,5474
838,06/13/2016,2:09:42 PM,5480,5474
839,06/13/2016,2:09:57 PM,5480,5121
840,06/13/2016,2:10:12 PM,2893,768
841,06/13/2016,2:10:27 PM,1760,373
842,06/13/2016,2:10:42 PM,1760,373
843,06/13/2016,2:10:57 PM,1490,97
844,06/13/2016,2:11:12 PM,1415,1
845,06/13/2016,2:11:27 PM,1415,1
846,06/13/2016,2:11:42 PM,1288,1
847,06/13/2016,2:11:57 PM,1288,1
848,06/13/2016,2:12:12 PM,1283,1
849,06/13/2016,2:12:27 PM,1243,1
850,06/13/2016,2:12:42 PM,1243,1
851,06/13/2016,2:12:57 PM,1213,1
852,06/13/2016,2:13:12 PM,1168,1
853,06/13/2016,2:13:27 PM,1168,1
